X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766797.15;6284766.96;0.64;0.53;0.79;5120
766799.77;6284765.53;0.59;0.36;0.77;4720
766802.46;6284764.11;0.67;0.26;0.8;5360
766805.23;6284762.69;0.67;0.37;0.8;5360
766807.79;6284761.36;0.54;0.49;0.81;4320
766810.39;6284760;0.62;0.42;0.85;4960
766812.96;6284758.7;0.74;0.43;0.86;5920
766815.68;6284757.24;0.66;0.54;0.92;5280
766810.24;6284755.22;0.57;0.48;0.77;4560
766806.38;6284756.14;0.69;0.26;0.73;5520
766803.84;6284757.54;0.72;0.27;0.76;5760
766801.13;6284758.93;0.66;0.27;0.73;5280
766798.66;6284760.31;0.69;0.33;0.73;5520
766796.24;6284761.65;0.64;0.31;0.76;5120
766793.57;6284763.03;0.73;0.32;0.79;5840
766790.85;6284764.5;0.75;0.25;0.79;6000
766788.21;6284765.83;0.78;0.25;0.8;6240
766785.54;6284767.31;0.84;0.27;0.61;6720
766783.04;6284768.64;0.78;0.29;0.91;6240
766780.38;6284770.04;0.68;0.38;0.74;5440
766777.48;6284771.56;0.8;0.27;0.73;6400
766774.89;6284772.86;0.74;0.36;0.68;5920
766772.38;6284774.23;0.8;0.34;0.72;6400
766769.48;6284775.77;0.73;0.45;0.6;5840
766767.2;6284776.97;0.76;0.27;0.85;6080
766764.34;6284778.5;0.71;0.37;0.82;5680
766761.79;6284779.79;0.73;0.31;0.72;5840
766759.2;6284781.25;0.64;0.4;0.81;5120
766756.44;6284782.67;0.67;0.26;0.85;5360
766753.98;6284783.97;0.76;0.3;0.84;6080
766751.26;6284785.41;0.59;0.27;0.77;4720
766748.7;6284786.83;0.51;0.37;0.64;4080
766746.02;6284788.3;0.69;0.32;0.74;5520
766743.44;6284789.6;0.74;0.44;0.74;5920
766740.91;6284791.03;0.65;0.29;0.69;5200
766738.32;6284792.41;0.77;0.32;0.71;6160
766735.54;6284793.88;0.79;0.34;0.63;6320
766732.98;6284795.34;0.71;0.31;0.68;5680
766730.31;6284796.76;0.74;0.28;0.77;5920
766728.29;6284797.89;0.74;0.25;0.75;5920
766724.54;6284799.8;0.74;0.35;0.6;5920
766721.94;6284801.19;0.74;0.27;0.7;5920
766719.4;6284802.52;0.74;0.23;0.79;5920
766716.94;6284803.9;0.76;0.36;0.77;6080
766714.49;6284805.11;0.77;0.24;0.8;6160
766711.74;6284806.58;0.76;0.3;0.83;6080
766709.31;6284807.79;0.61;0.31;0.72;4880
766706.52;6284809.31;0.69;0.34;0.74;5520
766704.27;6284810.49;0.64;0.36;0.69;5120
766701.6;6284811.85;0.65;0.34;0.79;5200
766699;6284813.24;0.69;0.39;0.82;5520
766696.51;6284814.54;0.72;0.29;0.77;5760
766693.89;6284815.94;0.63;0.28;0.77;5040
766691.29;6284817.3;0.69;0.28;0.82;5520
766688.82;6284818.62;0.66;0.35;0.78;5280
766686.17;6284820;0.71;0.29;0.77;5680
766683.6;6284821.35;0.61;0.34;0.75;4880
766681.06;6284822.71;0.69;0.39;0.85;5520
766678.53;6284823.97;0.71;0.33;0.85;5680
766675.93;6284825.37;0.82;0.29;0.87;6560
766673.43;6284826.68;0.71;0.34;0.81;5680
