X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766656.48;6284832.86;0.49;0.05;20;3920;36.7
766653.84;6284834.22;0.25;0.3;22;2000;34.6
766651.02;6284832.54;0.46;0.12;32;3680;44.4
766652.35;6284829.75;0.37;0.3;16;2960;31.8
766654.5;6284828.6;0.47;0.06;38;3760;50.2
766656.91;6284827.28;0.36;0.05;52;2880;60.8
766659.3;6284826;0.48;0.12;28;3840;41.6
766663.44;6284823.78;0.52;0.12;19;4160;37.3
766664.77;6284822.97;0.31;0.06;35;2480;41.4
766668.13;6284821.41;0.47;0.08;32;3760;44.5
766670.7;6284819.98;0.41;0.11;47;3280;57.8
766672.61;6284818.98;0.51;0.06;19;4080;33.6
766675.93;6284817.38;0.41;0.16;45;3280;55.9
766678.75;6284815.69;0.38;0.11;37;3040;46.1
766680.91;6284814.69;0.48;0.11;23;3840;37.9
766683.87;6284813.22;0.46;0.21;39;3680;52
766685.46;6284812.38;0.46;0.1;36;3680;48.1
766690.02;6284809.9;0.45;0.14;51;3600;64.9
766692.03;6284808.81;0.44;0.13;44;3520;55.9
766694.83;6284807.36;0.44;0.11;32;3520;43.6
766697.06;6284806.15;0.42;0.18;40;3360;51.1
766699.3;6284805.01;0.44;0.13;36;3520;47.5
766702.78;6284803.19;0.45;0.18;37;3600;49.3
766705.87;6284801.5;0.38;0.14;21;3040;35.6
766708.08;6284800.34;0.46;0.1;42;3680;54.3
766710.61;6284798.92;0.42;0.1;37;3360;47.5
766713.2;6284797.5;0.52;0.05;35;4160;49.1
766716.35;6284795.81;0.49;0.13;28;3920;42
766719.31;6284794.25;0.41;0.09;49;3280;60
766721.72;6284793.05;0.52;0.08;33;4160;47.4
766724.54;6284791.59;0.43;0.12;43;3440;54.3
766726.65;6284790.45;0.45;0.14;33;3600;45.1
766729.6;6284788.93;0.48;0.11;38;3840;51
766732.25;6284787.53;0.43;0.13;31;3440;42.5
766734.47;6284786.34;0.47;0.14;15;3760;35.3
766738.37;6284784.2;0.47;0.17;36;3760;49
766739.97;6284783.42;0.45;0.16;33;3600;45.3
766743.09;6284781.67;0.49;0.18;31;3920;45
766745.39;6284780.42;0.25;0.19;15;2000;31.9
766747.83;6284779.11;0.49;0.3;24;3920;39.7
766751.59;6284777.07;0.44;0.11;40;3520;51.4
766753.56;6284776.05;0.38;0.12;35;3040;44.3
766756.14;6284774.75;0.47;0.15;33;3760;45.9
766758.96;6284773.28;0.44;0.12;35;3520;46.5
766761.85;6284771.72;0.45;0.13;33;3600;45.1
766764.39;6284770.45;0.5;0.23;26;4000;41.2
766767.7;6284768.63;0.62;0.36;15;4960;33.8
766769.64;6284767.58;0.43;0.27;27;3440;40
766773.3;6284765.7;0.42;0.14;28;3360;39.6
766774.82;6284764.87;0.47;0.13;32;3760;44.8
766778.33;6284762.99;0.49;0.16;41;3920;55
766779.76;6284762.15;0.25;0.06;33;2000;37.7
766783.74;6284760.12;0.45;0.08;33;3600;44.7
766786.57;6284758.73;0.38;0.14;43;3040;52.2
766788.79;6284757.56;0.41;0.2;39;3280;49.8
766792.25;6284755.7;0.44;0.1;46;3520;58
766794.71;6284754.38;0.37;0.13;23;2960;36
766796.59;6284753.37;0.48;0.05;39;3840;51.5
766799.15;6284752.17;0.53;0.17;17;4240;34
766800.38;6284751.46;0.54;0.06;13;4320;32.3
766800.41;6284751.45;0.26;0.06;53;2080;48.7
766800.41;6284751.45;0.64;0.44;10;5120;37.1
766800.41;6284751.45;0.25;0.07;55;2000;50.4
766800.41;6284751.45;0.62;0.43;14;4960;35.5
766800.41;6284751.44;0.61;0.08;14;4880;32.4
766800.48;6284751.38;0.29;0.06;30;2320;32.9
766791.4;6284750.44;0.39;0.12;47;3120;57
766788.89;6284751.7;0.41;0.2;33;3280;44
766785.42;6284753.57;0.38;0.2;50;3040;60.7
766783.38;6284754.64;0.39;0.22;40;3120;50.1
766780.69;6284756.18;0.42;0.13;47;3360;58.4
766778.26;6284757.42;0.38;0.15;32;3040;41.7
766775.44;6284758.91;0.39;0.13;50;3120;60.5
766771.95;6284760.73;0.36;0.14;28;2880;37.7
766770.57;6284761.46;0.36;0.14;41;2880;49.4
766767.75;6284762.92;0.44;0.09;28;3520;40
766765.4;6284764.2;0.29;0.4;29;2320;39.5
766762.73;6284765.55;0.49;0.2;29;3920;43.3
766760.38;6284766.78;0.39;0.14;39;3120;48.5
766757.26;6284768.48;0.45;0.09;31;3600;43
766754.79;6284769.74;0.35;0.13;34;2800;42.3
766752.6;6284770.87;0.37;0.13;37;2960;45.8
766749.53;6284772.51;0.46;0.19;44;3680;57.3
766747.79;6284773.47;0.42;0.24;39;3360;50.5
766745.37;6284774.78;0.49;0.12;35;3920;48.4
766742.82;6284776.14;0.42;0.13;51;3360;63.3
766739.73;6284777.77;0.45;0.14;26;3600;39
766737.16;6284779.25;0.46;0.18;45;3680;58.4
766735.48;6284780.03;0.34;0.09;40;2720;47.2
766732.12;6284781.89;0.37;0.17;48;2960;57.5
766729.85;6284782.99;0.24;0.12;43;1920;46.5
766726.48;6284784.69;0.26;0.14;28;2080;35.7
766723.63;6284786.11;0.42;0.07;33;3360;43.5
766720.79;6284787.66;0.32;0.18;43;2560;50.1
766718.59;6284789;0.48;0.17;21;3840;37.6
766715.67;6284790.47;0.41;0.08;46;3280;56.4
766713.72;6284791.44;0.45;0.12;47;3600;59.7
766710.4;6284793.16;0.47;0.15;37;3760;49.9
766707.94;6284794.64;0.4;0.11;29;3200;39.6
766704.93;6284796.28;0.4;0.09;49;3200;59.4
766703.05;6284797.27;0.26;0.05;35;2080;39.6
766700.66;6284798.58;0.39;0.14;39;3120;48.5
766697.93;6284799.91;0.39;0.17;49;3120;59.7
766695.6;6284801.18;0.47;0.08;37;3760;49.4
766692.78;6284802.63;0.5;0.09;42;4000;56
766690.48;6284803.83;0.44;0.11;43;3520;54.6
766687.52;6284805.49;0.47;0.11;36;3760;48.5
766685.6;6284806.47;0.33;0.11;45;2640;52
766682.99;6284807.81;0.5;0.11;48;4000;63.3
766680.75;6284809.01;0.45;0.11;48;3600;60.9
766677.79;6284810.56;0.45;0.12;41;3600;53
766674.92;6284812.13;0.49;0.11;40;3920;53.5
766672.17;6284813.58;0.43;0.15;51;3440;64
766669.96;6284814.78;0.5;0.19;28;4000;42.7
766667.03;6284816.35;0.41;0.1;48;3280;58.8
766665.27;6284817.18;0.47;0.09;39;3760;51.5
766661.62;6284819.1;0.23;0.07;51;1840;45.7
766660.97;6284819.46;0.42;0.04;45;3360;55.4
766656.61;6284821.9;0.48;0.09;36;3840;48.8
766654.33;6284822.97;0.35;0.11;38;2800;45.8
766651.93;6284824.29;0.46;0.11;36;3680;48.2
766649.95;6284825.14;0.29;0.06;37;2320;35.8
766647.53;6284826.54;0.46;0.21;31;3680;44.1
766645.98;6284821.74;0.4;0.09;36;3200;45.7
766647.9;6284820.64;0.35;0.12;50;2800;58.6
766650.99;6284819;0.41;0.09;42;3280;52.1
766653.57;6284817.67;0.44;0.13;35;3520;46.6
766655.41;6284816.65;0.48;0.1;42;3840;55.2
766658.89;6284814.81;0.51;0.06;47;4080;62.1
766661.58;6284813.4;0.4;0.11;52;3200;63.3
766662.97;6284812.62;0.44;0.07;31;3520;42.5
766667.09;6284810.49;0.47;0.15;43;3760;56.3
766668.35;6284809.85;0.52;0.08;22;4160;31.8
766672.35;6284807.81;0.51;0.08;39;4080;53.1
766673.67;6284807.15;0.35;0.22;32;2800;41.1
766676.81;6284805.49;0.54;0.09;23;4320;39.2
766680.03;6284803.77;0.45;0.07;36;3600;47.5
766682.1;6284802.72;0.5;0.06;30;4000;43.7
766684.97;6284801.15;0.46;0.07;40;3680;52
766687.57;6284799.8;0.36;0.11;49;2880;57.8
766690.21;6284798.4;0.54;0.09;23;4320;39.2
766693.11;6284796.97;0.51;0.13;31;4080;45.4
766695.1;6284795.81;0.43;0.18;46;3440;58.1
766698.66;6284793.84;0.48;0.03;32;3840;44.6
766699.87;6284793.31;0.38;0.12;40;3040;49
766703.09;6284791.6;0.5;0.1;26;4000;40.4
766704.97;6284790.5;0.44;0.12;40;3520;51.5
766707.5;6284789.25;0.4;0.18;46;3200;56.7
766710.99;6284787.3;0.39;0.14;39;3120;48.5
766712.84;6284786.33;0.51;0.07;39;4080;53
766716.54;6284784.43;0.52;0.13;25;4160;40.4
766718.66;6284783.32;0.4;0.09;32;3200;42.1
766721.6;6284781.69;0.44;0.14;46;3520;58.3
766724.51;6284780.29;0.39;0.15;43;3120;52.7
766725.92;6284779.55;0.46;0.11;41;3680;53.3
766729.72;6284777.56;0.47;0.05;38;3760;50.1
766732.25;6284776.18;0.38;0.19;43;3040;52.7
766734.31;6284775.02;0.51;0.15;33;4080;47.4
766736.9;6284773.68;0.41;0.09;48;3280;58.7
766739.08;6284772.44;0.42;0.1;41;3360;51.5
766742.3;6284770.88;0.38;0.1;31;3040;40.6
766744.75;6284769.58;0.31;0.09;30;2480;37.4
766748.26;6284767.72;0.49;0.11;26;3920;40.1
766750.52;6284766.4;0.42;0.13;39;3360;49.7
766752.64;6284765.26;0.48;0.12;29;3840;42.5
766755.88;6284763.54;0.43;0.11;32;3440;43.3
766758.58;6284762.12;0.36;0.15;33;2880;41.9
766760.86;6284760.94;0.52;0.11;27;4160;42
766763.34;6284759.63;0.51;0.2;32;4080;46.9
766765.98;6284758.25;0.46;0.17;32;3680;44.8
766769.34;6284756.42;0.54;0.08;15;4320;36.1
766771.25;6284755.46;0.41;0.23;46;3280;57.6
766774.3;6284753.74;0.46;0.08;29;3680;41.5
766776.74;6284752.59;0.39;0.07;35;3120;44.3
766778.47;6284751.69;0.5;0.13;31;4000;45.1
766782.04;6284749.79;0.44;0.19;34;3520;46
766784.25;6284748.67;0.45;0.2;21;3600;37.2
766776.28;6284747.2;0.39;0.07;31;3120;40.7
766773.86;6284748.3;0.4;0.17;34;3200;44.4
766771.56;6284749.6;0.36;0.11;47;2880;55.5
766768.39;6284751.32;0.31;0.13;40;2480;46.3
766766.18;6284752.57;0.4;0.07;44;3200;53.6
766762.85;6284754.32;0.37;0.11;36;2960;44.7
766760.21;6284755.6;0.33;0.19;47;2640;54.8
766758.03;6284756.71;0.45;0.16;35;3600;47.2
766754.72;6284758.53;0.37;0.1;41;2960;49.5
766752.95;6284759.38;0.47;0.18;38;3760;51.1
766749.85;6284761.08;0.44;0.14;42;3520;53.8
766747.16;6284762.46;0.41;0.2;30;3280;41.4
766745.11;6284763.56;0.43;0.18;37;3440;48.5
766741.84;6284765.37;0.36;0.14;42;2880;50.4
766739.29;6284766.66;0.38;0.14;44;3040;53.3
766736.13;6284768.42;0.46;0.12;30;3680;42.6
766733.25;6284769.9;0.23;0.05;55;1840;49.5
766731.67;6284770.66;0.44;0.05;32;3520;43.2
766728.84;6284772.22;0.38;0.12;41;3040;50
766726.96;6284773.28;0.43;0.15;37;3440;48.2
766723.64;6284775;0.35;0.12;35;2800;43.2
766721.74;6284775.99;0.41;0.11;41;3280;51.2
766718.59;6284777.69;0.45;0.1;31;3600;43
766717.76;6284778.17;0.56;0.11;23;4480;40
766713.78;6284780.22;0.48;0.05;23;3840;37.5
766712.42;6284780.87;0.41;0.11;41;3280;51.2
766709.55;6284782.47;0.42;0.15;42;3360;53
766707.56;6284783.56;0.21;0.13;31;1680;33.8
766704.68;6284785;0.46;0.11;33;3680;45.3
766702.16;6284786.38;0.34;0.45;43;2720;55.4
766700.18;6284787.46;0.4;0.14;37;3200;47
766696.99;6284789.06;0.4;0.09;48;3200;58.3
766694.54;6284790.45;0.3;0.14;47;2400;53.1
766691.77;6284791.87;0.41;0.06;25;3280;36.9
766688.96;6284793.26;0.35;0.12;48;2800;56.2
766687.18;6284794.22;0.45;0.16;42;3600;54.4
766683.86;6284796;0.46;0.11;32;3680;44.4
766681.53;6284797.21;0.42;0.16;39;3360;49.9
766678.47;6284798.81;0.47;0.08;32;3760;44.5
766676.12;6284800.02;0.42;0.13;45;3360;56.1
766673.61;6284801.4;0.47;0.12;48;3760;61.9
766670.97;6284802.76;0.43;0.11;29;3440;40.7
766669.26;6284803.6;0.46;0.1;32;3680;44.3
766665.88;6284805.41;0.5;0.14;33;4000;47
766663.02;6284806.88;0.39;0.15;42;3120;51.7
766660.22;6284808.36;0.45;0.07;41;3600;52.6
766657.35;6284809.88;0.39;0.15;42;3120;51.7
766655.72;6284810.71;0.48;0.09;32;3840;44.9
766651.68;6284812.86;0.51;0.12;28;4080;42.6
766649.93;6284813.77;0.43;0.18;17;3440;32.4
766647.1;6284815.33;0.46;0.14;21;3680;37
766645.2;6284816.31;0.47;0.08;20;3760;33.4
766642.96;6284817.37;0.5;0.12;41;4000;55.1
766641.1;6284812.72;0.45;0.19;41;3600;53.5
766642.87;6284811.77;0.37;0.24;51;2960;61.7
766646.09;6284810.22;0.4;0.16;39;3200;49.1
766648.68;6284808.83;0.37;0.14;35;2960;44
766651.15;6284807.62;0.44;0.14;43;3520;54.9
766653.81;6284806.18;0.47;0.3;38;3760;52
766656.65;6284804.66;0.45;0.15;44;3600;56.5
766659.14;6284803.38;0.5;0.12;24;4000;38.9
766662.22;6284801.71;0.44;0.12;39;3520;50.5
766663.86;6284800.88;0.5;0.07;18;4000;36.3
766667.16;6284799.07;0.48;0.12;43;3840;56.5
766669.56;6284797.86;0.51;0.12;32;4080;46.3
766672.1;6284796.54;0.45;0.15;44;3600;56.5
766674.97;6284795.01;0.42;0.16;31;3360;42.3
766676.65;6284794.12;0.51;0.1;30;4080;44.3
766679.74;6284792.38;0.42;0.11;44;3360;54.8
766682.11;6284791.12;0.43;0.11;38;3440;49
766684.77;6284789.73;0.45;0.09;36;3600;47.6
766687.62;6284788.29;0.54;0.11;18;4320;37.3
766690.03;6284787.06;0.46;0.07;37;3680;48.9
766693.04;6284785.52;0.48;0.08;42;3840;55
766694.22;6284784.85;0.49;0.05;27;3920;40.6
766698.52;6284782.6;0.51;0.09;22;4080;38
766700.41;6284781.64;0.3;0.18;23;2400;32
766703.23;6284780.08;0.54;0.07;21;4320;38.1
766705.02;6284779.18;0.41;0.16;27;3280;38.6
766708.8;6284777.14;0.45;0.18;37;3600;49.3
766711.22;6284775.88;0.47;0.11;34;3760;46.6
766714.04;6284774.32;0.41;0.14;47;3280;58
766716.33;6284773.05;0.5;0.18;28;4000;42.7
766718.98;6284771.68;0.38;0.22;46;3040;56.1
766721.13;6284770.57;0.44;0.14;44;3520;56
766724.53;6284768.78;0.44;0.07;40;3520;51.1
766727.24;6284767.3;0.4;0.12;50;3200;61
766729.64;6284766.07;0.4;0.19;49;3200;60.3
766732.27;6284764.58;0.4;0.13;49;3200;59.8
766735.14;6284763.2;0.43;0.12;49;3440;61.2
766738.08;6284761.73;0.44;0.13;38;3520;49.5
766740.44;6284760.43;0.37;0.13;44;2960;52.8
766742.93;6284759.06;0.39;0.08;44;3120;53.3
766745.9;6284757.34;0.38;0.11;45;3040;54.1
766747.78;6284756.29;0.43;0.1;26;3440;38.1
766751.56;6284754.5;0.47;0.06;37;3760;49.2
766754.05;6284753.06;0.33;0.1;40;2640;46.9
766756.47;6284751.94;0.39;0.1;37;3120;46.3
766759.37;6284750.48;0.24;0.25;40;1920;36.7
766761.06;6284749.64;0.49;0.08;32;3920;37.5
766764.58;6284747.72;0.52;0.19;22;4160;35.5
766767.42;6284746.08;0.42;0.17;49;3360;50
766656.36;6284841.69;0.47;0.19;24;3760;35.3
766659.01;6284840.38;0.23;0.23;32;1840;33.8
766660.74;6284839.47;0.48;0.08;36;3840;39.6
766664.45;6284837.44;0.52;0.23;16;4160;33.9
766666.66;6284836.28;0.38;0.45;25;3040;36.2
766669.45;6284834.94;0.52;0.17;23;4160;35.7
766671.87;6284833.58;0.36;0.27;30;2880;35.7
766674.11;6284832.41;0.53;0.17;19;4240;34.6
766678.12;6284830.26;0.56;0.15;24;4480;31.5
766679.46;6284829.65;0.45;0.31;20;3600;31.4
766682.54;6284827.93;0.55;0.21;19;4400;35.2
766685.37;6284826.44;0.59;0.14;17;4720;33
766687.2;6284825.41;0.59;0.24;23;4720;37.5
766691.26;6284823.23;0.6;0.25;21;4800;34.9
766694.51;6284821.61;0.35;0.2;37;2800;37.4
766696.03;6284820.72;0.55;0.17;32;4400;39.2
766699.86;6284818.75;0.29;0.21;20;2320;31.2
766700.64;6284818.47;0.52;0.15;23;4160;35
766704.77;6284816.22;0.49;0.04;38;3920;41.4
766707.01;6284815.02;0.26;0.42;24;2080;33
766709.71;6284813.63;0.51;0.27;28;4080;37.8
766711.6;6284812.67;0.23;0.46;26;1840;34.5
766714.09;6284811.47;0.47;0.11;37;3760;40.3
766718.29;6284809.16;0.51;0.15;33;4080;38.7
766719.59;6284808.48;0.33;0.47;26;2640;35.1
766723.1;6284806.77;0.53;0.14;15;4240;33.2
766726.28;6284804.92;0.49;0.18;43;3920;46.9
766728.92;6284803.63;0.26;0.18;28;2080;32.8
766731.2;6284802.44;0.47;0.17;34;3760;38.4
766733.45;6284801.18;0.57;0.19;24;4560;30.3
766735.97;6284799.88;0.46;0.05;47;3680;48.7
766740.11;6284797.59;0.49;0.02;28;3920;35.8
766742;6284796.6;0.44;0.25;23;3520;34.8
766745.12;6284794.93;0.49;0.45;26;3920;37.9
766746.16;6284794.3;0.24;0.21;19;1920;30.1
766749.75;6284792.6;0.45;0.18;44;3600;46.3
766753.53;6284790.51;0.49;0.09;39;3920;42.6
766754.98;6284789.76;0.4;0.25;29;3200;36
766758.05;6284788.04;0.53;0.24;28;4240;38
766760.27;6284786.8;0.38;0.22;33;3040;36.7
766762.87;6284785.27;0.52;0.33;32;4160;39.7
766765.64;6284783.97;0.53;0.2;16;4240;33.9
766769.95;6284781.68;0.34;0.19;32;2720;35.5
766771.39;6284780.94;0.6;0.29;19;4800;34.8
766773.82;6284779.69;0.44;0.23;29;3520;36.6
766775.73;6284778.61;0.56;0.16;24;4480;33.8
766780.08;6284776.32;0.48;0.15;29;3840;36.8
766782.57;6284775.01;0.43;0.13;32;3440;36.7
766784.67;6284773.94;0.51;0.2;29;4080;37.7
766785.83;6284773.27;0.28;0.23;22;2240;30.1
766789.33;6284771.45;0.51;0.23;22;4080;35.6
766792.58;6284769.81;0.51;0.46;31;4080;40.1
766795.25;6284768.42;0.43;0.18;47;3440;48.5
766797.5;6284767.29;0.51;0.18;40;4080;44.8
766800.28;6284765.72;0.32;0.45;28;2560;37.3
766802.61;6284764.55;0.54;0.31;22;4320;36.6
766805.67;6284762.98;0.53;0.26;30;4240;38.8
766808.12;6284761.67;0.32;0.48;24;2560;27.6
766811.23;6284759.98;0.51;0.2;48;4080;53
766813.42;6284758.84;0.39;0.17;34;3120;36.9
766816.24;6284757.45;0.45;0.29;46;3600;49
766817.85;6284756.59;0.25;0.12;47;2000;41.4
766806.86;6284756.48;0.64;0.48;21;5120;41.3
766804.84;6284757.61;0.51;0.37;35;4080;41.6
766801.16;6284759.54;0.38;0.43;19;3040;33.6
766799.05;6284760.67;0.51;0.22;28;4080;37.5
766797.01;6284761.78;0.42;0.43;21;3360;37.4
766793.75;6284763.5;0.43;0.16;43;3440;44.5
766790.88;6284765.02;0.49;0.2;27;3920;36.6
766788.03;6284766.5;0.45;0.14;32;3600;37.2
766785.48;6284767.82;0.57;0.09;13;4560;33.4
766783.28;6284769.04;0.47;0.16;42;3760;45.1
766780.38;6284770.52;0.43;0.11;27;3440;35
766777.46;6284772.12;0.5;0.18;33;4000;38.7
766774.88;6284773.4;0.5;0.23;25;4000;36.4
766772.56;6284774.62;0.47;0.09;29;3760;36.2
766768.71;6284776.64;0.45;0.08;41;3600;42.9
766767.76;6284777.21;0.35;0.27;23;2800;33.4
766763.96;6284779.3;0.52;0.15;29;4160;37.5
766762.94;6284779.92;0.41;0.17;54;3280;54.9
766759.67;6284781.53;0.51;0.24;36;4080;41.7
766756.18;6284783.34;0.47;0.21;30;3760;37.3
766754.24;6284784.34;0.4;0.23;26;3200;34.9
766751.5;6284785.74;0.39;0.14;54;3120;53.8
766748.68;6284787.28;0.24;0.05;58;1920;43.2
766745.62;6284788.88;0.45;0.14;36;3600;39
766742.83;6284790.44;0.48;0.21;26;3840;36.2
766740.37;6284791.68;0.35;0.17;25;2800;33.4
766738.19;6284792.93;0.57;0.2;18;4560;33
766735.29;6284794.41;0.45;0.15;22;3600;34.1
766733.08;6284795.64;0.52;0.17;26;4160;36.7
766729.29;6284797.65;0.51;0.2;24;4080;36
766727.66;6284798.46;0.21;0.11;44;1680;34.8
766724.25;6284800.29;0.5;0.06;41;4000;44.6
766721.81;6284801.62;0.36;0.19;27;2880;34.3
766719.12;6284803.04;0.52;0.21;26;4160;36.9
766716.24;6284804.58;0.48;0.21;34;3840;38.9
766712.84;6284806.29;0.4;0.08;46;3200;45.7
766711.2;6284807.17;0.51;0.12;26;4080;36.2
766708.65;6284808.48;0.28;0.29;19;2240;28.4
766706.02;6284809.83;0.51;0.25;30;4080;38.3
766702;6284811.75;0.54;0.06;42;4320;47
766699.59;6284813.15;0.41;0.27;16;3280;32.3
