X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766304.98;6284611.18;0.18;0.1;18;1440;23.4;54.8
766305.06;6284607.77;0.13;0.06;28;1040;23;46.8
766305.15;6284604.68;0.16;0.1;20;1280;26.5;53.2
766305.2;6284601.61;0.17;0.1;19;1360;23.6;54
766305.24;6284598.69;0.16;0.3;14;1280;23.3;58
766305.34;6284595.96;0.19;0.1;19;1520;22.7;54
766305.41;6284592.97;0.12;0.07;21;960;23.6;52.4
766305.48;6284590.65;0.17;0.09;17;1360;23.3;55.6
766305.56;6284586.84;0.15;0.09;19;1200;22.4;54
766305.63;6284584.44;0.14;0.18;16;1120;23;56.4
766305.67;6284581;0.18;0.08;17;1440;22.4;55.6
766305.68;6284578.6;0.15;0.1;27;1200;22.5;47.6
766305.84;6284575.23;0.17;0.1;23;1360;26.7;50.8
766305.91;6284572.61;0.13;0.12;17;1040;25.1;55.6
766305.99;6284569.68;0.14;0.11;19;1120;22.2;54
766306.02;6284566.21;0.16;0.07;19;1280;23;54
766306.09;6284563.9;0.14;0.11;19;1120;23;54
766306.25;6284560.57;0.21;0.09;19;1680;23;54
766306.35;6284557.79;0.22;0.14;12;1760;23.8;59.6
766306.46;6284554.63;0.18;0.12;20;1440;21.4;53.2
766306.56;6284551.77;0.16;0.07;22;1280;24.1;51.6
766306.64;6284548.67;0.15;0.09;20;1200;24.3;53.2
766306.64;6284546.13;0.18;0.06;20;1440;23.4;53.2
766306.71;6284542.18;0.34;0.14;10;2720;23.6;86.8
766306.77;6284539.77;0.17;0.21;23;1360;12.4;50.8
766306.89;6284536.4;0.24;0.18;18;1920;26;54.8
766306.98;6284533.89;0.15;0.18;17;1200;24.5;55.6
766305.83;6284531.02;0.2;0.13;26;1600;22.9;48.4
766301.93;6284531.75;0.26;0.08;21;2080;27.2;52.4
766301.93;6284534.6;0.19;0.13;18;1520;25.2;54.8
766301.81;6284537.6;0.2;0.16;22;1600;23.4;51.6
766301.68;6284540.67;0.21;0.12;20;1680;25.6;53.2
766301.67;6284543.33;0.2;0.14;23;1600;24.5;50.8
766301.6;6284546.33;0.18;0.1;29;1440;25.9;46
766301.45;6284549.18;0.17;0.08;28;1360;28.1;46.8
766301.39;6284551.94;0.2;0.1;27;1600;27.3;47.6
766301.31;6284554.97;0.18;0.13;20;1440;27.4;53.2
766301.2;6284557.7;0.17;0.13;22;1360;24.1;51.6
766301.13;6284560.95;0.17;0.13;23;1360;24.9;50.8
766301.04;6284563.8;0.16;0.1;22;1280;25.3;51.6
766301.04;6284566.26;0.2;0.07;14;1600;24.5;58
766301.09;6284570.13;0.18;0.15;12;1440;21.5;59.6
766301;6284572.39;0.18;0.07;17;1440;21;55.6
766300.88;6284575.53;0.18;0.11;13;1440;22.4;58.8
766300.84;6284578.39;0.17;0.12;13;1360;21.1;58.8
766300.79;6284580.94;0.19;0.14;24;1520;21.1;50
766300.71;6284583.61;0.17;0.11;20;1360;26.2;53.2
766300.58;6284586.82;0.15;0.09;21;1200;23.8;52.4
766300.47;6284589.92;0.17;0.11;27;1360;23.9;47.6
766300.42;6284592.74;0.22;0.11;19;1760;27.1;54
766300.36;6284595.74;0.25;0.22;11;2000;24.1;60.4
766300.31;6284598.74;0.18;0.14;17;1440;22;55.6
766300.23;6284601.51;0.4;0.25;11;3200;22.9;87.6
766300.1;6284604.4;0.15;0.1;10;1200;13;61.2
766300.03;6284607.41;0.18;0.09;20;1440;19.6;53.2
766299.96;6284610.24;0.18;0.07;26;1440;23.8;48.4
766299.84;6284613.32;0.18;0.17;7;1440;26.4;63.6
766299.65;6284615.5;0.18;0.09;14;1440;19.3;66
766299.63;6284619.19;0.2;0.06;20;1600;17.8;53.2
766299.55;6284622.02;0.19;0.3;18;1520;23.8;54.8
766299.52;6284625.44;0.2;0.26;15;1600;24.8;57.2
766299.46;6284627.53;0.17;0.32;14;1360;23.3;66
766299.46;6284631.11;0.2;0.19;25;1600;19.2;49.2
766299.36;6284633.89;0.15;0.19;16;1200;27.3;56.4
766299.27;6284636.79;0.17;0.28;16;1360;22.5;56.4
766294.25;6284635.99;0.11;0.37;17;880;23.5;55.6
766294.3;6284633.26;0.18;0.33;7;1440;23.9;63.6
766294.41;6284630.39;0.21;0.21;9;1680;20.4;62
766294.45;6284627.8;0.19;0.23;12;1520;20.7;59.6
766294.52;6284624.7;0.21;0.22;14;1680;21.7;58
766294.64;6284621.69;0.2;0.23;14;1600;22.7;58
766294.65;6284618.68;0.21;0.17;19;1680;22.7;54
766294.67;6284616.14;0.27;0.18;19;2160;24.4;54
766294.83;6284612.77;0.18;0.22;11;1440;25.3;60.4
766294.91;6284609.97;0.19;0.25;7;1520;21.2;63.6
766294.98;6284606.64;0.18;0.26;18;1440;20;54.8
766295.03;6284603.82;0.19;0.09;23;1520;24.3;50.8
766295.15;6284601.13;0.23;0.12;19;1840;25.3;54
766295.27;6284598.02;0.17;0.26;14;1360;24.3;58
766295.29;6284595.19;0.23;0.21;24;1840;22.5;50
766295.34;6284592.07;0.22;0.19;14;1760;27.4;58
766295.38;6284589.29;0.18;0.2;16;1440;22.6;56.4
766295.46;6284586.29;0.2;0.17;16;1600;23;56.4
766295.55;6284583.06;0.16;0.25;10;1280;23;61.2
766295.64;6284580.26;0.19;0.14;14;1520;20.8;58
766295.63;6284577.65;0.16;0.29;7;1280;21.9;63.6
766295.73;6284574.02;0.2;0.21;12;1600;21.4;59.6
766295.75;6284571.29;0.16;0.15;16;1280;21.7;56.4
766295.78;6284568.72;0.19;0.29;7;1520;22.4;63.6
766295.92;6284565.61;0.19;0.27;11;1520;20.3;60.4
766295.99;6284562.47;0.16;0.17;23;1280;21.6;50.8
766296.05;6284559.44;0.19;0.18;18;1520;25.6;54.8
766296.12;6284556.33;0.21;0.16;19;1680;23.8;54
766296.18;6284553.56;0.17;0.17;21;1360;24.3;52.4
766296.29;6284550.32;0.2;0.13;23;1600;24.8;50.8
766296.33;6284547.55;0.13;0.19;20;1040;25.8;53.2
766296.39;6284544.6;0.18;0.17;16;1440;24;56.4
766296.44;6284541.56;0.2;0.13;18;1600;22.8;54.8
766296.5;6284538.57;0.2;0.17;18;1600;23.5;54.8
766296.66;6284535.68;0.2;0.17;20;1600;23.9;53.2
766296.74;6284532.75;0.15;0.22;27;1200;24.7;47.6
