X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766660.94;6284827.99;1.18;0.42;65;9440;73.4;34.2
766663.4;6284826.58;1.45;0.31;71;11600;102.2;29.4
766665.67;6284825.42;1.67;0.38;83;13360;153.5;19.8
766668.37;6284824.03;1.6;0.32;74;12800;125;27
766670.89;6284822.71;1.41;0.56;63;11280;95.1;35.8
766673.55;6284821.41;1.48;0.46;72;11840;111.8;28.6
766676.31;6284820;1.46;0.43;69;11680;104.3;31
766678.72;6284818.76;1.21;0.38;68;9680;77.9;31.8
766681.46;6284817.28;1.53;0.28;78;12240;120.7;23.8
766683.94;6284815.98;1.38;0.24;74;11040;96.7;27
766686.14;6284814.85;1.63;0.31;79;13040;137.2;23
766688.89;6284813.47;1.01;0.5;42;8080;47.2;52.6
766691.33;6284812.07;1.43;0.37;73;11440;104.5;27.8
766694.46;6284810.4;1.26;0.34;63;10080;76.1;35.8
766696.38;6284809.44;1.62;0.26;85;12960;144.2;18.2
766698.89;6284808.12;1.39;0.72;72;11120;109.5;28.6
766701.56;6284806.69;1.3;0.37;71;10400;88.7;29.4
766703.92;6284805.53;1.45;0.44;61;11600;93.5;37.4
766705.86;6284804.44;1.29;0.29;66;10320;80.4;33.4
766708.75;6284802.98;1.19;0.59;74;9520;87.5;27
766710.97;6284801.72;1.53;0.46;62;12240;103.6;36.6
766713.24;6284800.43;1.54;0.4;75;12320;121.7;26.2
766715.59;6284799.1;1.31;0.39;75;10480;95;26.2
766718.02;6284797.86;1.23;0.41;61;9840;73.3;37.4
766720.71;6284796.54;1.24;0.37;60;9920;72.3;38.2
766722.85;6284795.45;1.37;0.41;67;10960;91.9;32.6
766726.06;6284793.74;1.31;0.65;72;10480;98.6;28.6
766728.45;6284792.49;1.35;0.32;72;10800;93.3;28.6
766731.18;6284791.08;1.4;0.4;76;11200;106.2;25.4
766733.7;6284789.77;1.25;0.35;67;10000;79.4;32.6
766736.29;6284788.37;1.46;0.39;77;11680;114.2;24.6
766738.78;6284786.9;1.32;0.24;69;10560;85;31
766741.35;6284785.61;1;0.44;64;8000;60.2;35
766744.1;6284784.12;1.13;0.33;69;9040;71.4;31
766746.48;6284782.83;1.3;0.29;69;10400;84.4;31
766749.31;6284781.27;1.46;0.32;66;11680;97.1;33.4
766751.76;6284779.95;1.29;0.38;81;10320;100.1;21.4
766754.01;6284778.72;1.22;0.43;66;9760;77.8;33.4
766756.76;6284777.3;1.54;0.41;80;12320;129.9;22.2
766758.91;6284776.13;1.48;0.45;71;11840;109.9;29.4
766762.49;6284774.31;1.35;0.42;64;10800;86.7;35
766764.44;6284773.3;1.21;0.36;78;9680;87.9;23.8
766766.97;6284771.92;1.27;0.49;72;10160;90.2;28.6
766769.81;6284770.43;1.24;0.4;74;9920;87.3;27
766772.29;6284769.1;1.67;0.29;79;13360;142.1;23
766774.4;6284767.92;1.35;0.48;65;10800;89.5;34.2
766777.51;6284766.18;1.09;0.35;61;8720;62.1;37.4
766780.34;6284764.71;1.35;0.67;64;10800;93.5;35
766782.91;6284763.42;1.25;0.37;64;10000;76.9;35
766785.02;6284762.35;1.7;0.34;68;13600;129.4;31.8
766787.91;6284760.89;1.4;0.27;74;11200;99.6;27
766790.14;6284759.67;1.18;0.41;70;9440;78.1;30.2
766793.23;6284758.04;1.16;0.36;74;9280;79.2;27
766795.57;6284756.84;1.36;0.3;82;10880;106.6;20.6
766798.23;6284755.42;1.52;0.52;87;12160;143.8;16.6
766800.79;6284754.12;1.55;0.85;87;12400;163.7;16.6
766802.13;6284753.33;1.14;1.1;78;9120;107.6;23.8
766793.74;6284752.24;1.15;0.51;64;9200;72.1;35
766790.97;6284753.61;1.11;0.39;34;8880;45.4;59
766789.06;6284754.61;1.64;0.32;60;13120;108.9;38.2
766786.72;6284755.9;1.06;0.5;57;8480;59.7;40.6
766783.74;6284757.48;1.04;0.41;48;8320;50.7;47.8
766781.53;6284758.77;1.43;0.43;62;11440;92.3;36.6
766778.85;6284760.19;1.17;0.57;56;9360;67.6;41.4
766776.28;6284761.53;1.44;0.52;72;11520;108.9;28.6
766773.89;6284762.74;1.4;0.32;69;11200;94.8;31
766771.28;6284764.11;1.23;0.42;66;9840;78.4;33.4
766768.76;6284765.39;1.3;0.31;72;10400;88.3;28.6
766766.21;6284766.73;1.16;0.33;61;9280;66.5;37.4
766763.71;6284768.04;1.23;0.3;66;9840;75.7;33.4
766761.16;6284769.46;1.45;0.33;69;11600;100.3;31
766759.04;6284770.59;1.57;0.3;69;12560;112.9;31
766756.01;6284772.18;1.26;0.36;73;10080;87;27.8
766753.61;6284773.42;1.23;0.47;58;9840;71.8;39.8
766751.08;6284774.84;1.35;0.37;72;10800;94.8;28.6
766748.69;6284776.16;1.3;0.35;77;10400;95.3;24.6
766746.21;6284777.47;1.49;0.38;74;11920;113.1;27
766743.73;6284778.71;1.62;0.44;74;12960;132.3;27
766741.22;6284780.08;1.19;0.3;62;9520;68.9;36.6
766738.69;6284781.53;1.16;0.34;64;9280;69.3;35
766735.91;6284782.97;1.55;0.62;61;12400;109.5;37.4
766733.34;6284784.28;1.43;0.3;76;11440;106.4;25.4
766731.06;6284785.42;1.51;0.3;76;12080;115.7;25.4
766728.2;6284786.87;1.22;0.26;67;9760;74.9;32.6
766725.23;6284788.42;1.38;0.52;68;11040;97.1;31.8
766722.99;6284789.57;1.36;0.41;71;10880;95.7;29.4
766720.42;6284790.94;1.39;0.33;76;11120;102.9;25.4
766718.22;6284792.13;1.28;0.26;67;10240;79.9;32.6
766715.53;6284793.58;1.34;0.36;78;10720;100.9;23.8
766712.65;6284795.08;1.02;0.53;65;8160;64;34.2
766710.32;6284796.42;1.42;0.45;78;11360;112.9;23.8
766707.77;6284797.79;1.09;0.42;69;8720;70.2;31
766705.29;6284799.14;1.14;0.31;62;9120;65.5;36.6
766702.36;6284800.7;1.26;0.31;65;10080;77.3;34.2
766700.25;6284801.74;1.58;0.34;59;12640;101.5;39
766696.81;6284803.62;1.37;0.3;74;10960;97.3;27
766695.03;6284804.52;1.36;0.34;71;10880;93.8;29.4
766692.03;6284806.05;1.17;0.36;53;9360;61.1;43.8
766689.46;6284807.48;1.3;0.48;64;10400;83.8;35
766687.71;6284808.39;1.19;0.36;65;9520;72.9;34.2
766684.26;6284810.2;1.29;0.34;73;10320;89.2;27.8
766681.96;6284811.4;1.63;0.41;80;13040;143.1;22.2
766679.82;6284812.51;1.59;0.31;71;12720;118.5;29.4
766676.56;6284814.27;1.62;0.42;68;12960;121.7;31.8
766673.89;6284815.69;1.56;0.29;77;12480;123.2;24.6
766671.53;6284816.94;1.43;0.33;80;11440;112.9;22.2
766668.94;6284818.3;1.35;0.29;71;10800;91.4;29.4
766666.44;6284819.5;1.51;0.52;73;12080;119;27.8
766663.63;6284821.02;1.53;0.49;63;12240;105.8;35.8
766661.21;6284822.28;1.54;0.46;67;12320;111.6;32.6
766658.56;6284823.73;1.52;0.36;72;12160;113.1;28.6
766656.57;6284824.85;1.05;0.54;62;8400;63.8;36.6
766653.23;6284826.52;1.5;0.37;60;12000;95.3;38.2
766650.91;6284827.44;1.48;0.33;66;11840;99.6;33.4
766648.42;6284826.38;1.23;0.54;69;9840;84.4;31
766648.88;6284822.92;1.35;0.36;71;10800;93.3;29.4
766651.39;6284821.61;1.6;0.33;67;12800;114.6;32.6
766654.38;6284820.12;1.64;0.61;67;13120;129.6;32.6
766656.3;6284819.04;1.45;0.67;79;11600;126.1;23
766658.78;6284817.76;1.35;0.55;73;10800;101.3;27.8
766661.02;6284816.58;1.42;0.37;71;11360;100.8;29.4
766663.6;6284815.22;1.38;0.35;72;11040;97.3;28.6
766666.19;6284813.83;1.21;0.34;75;9680;84.2;26.2
766668.93;6284812.37;1.15;0.44;75;9200;81.3;26.2
766671.22;6284811.18;1.05;0.33;77;8400;72.6;24.6
766673.89;6284809.79;1.21;0.39;66;9680;76.1;33.4
766676.43;6284808.53;1.4;0.57;78;11200;114.4;23.8
766678.59;6284807.37;1.53;0.45;73;12240;119;27.8
766681.21;6284805.91;1.06;0.36;51;8480;53;45.4
766683.7;6284804.67;1.38;0.4;67;11040;92.6;32.6
766686.1;6284803.44;1.31;0.34;77;10480;96;24.6
766688.5;6284802.19;1.2;0.33;52;9600;61.8;44.6
766691.15;6284800.74;1.39;0.41;75;11120;103.9;26.2
766693.75;6284799.41;1.01;0.4;73;8080;67.5;27.8
766696.06;6284798.15;1.09;0.33;76;8720;74.8;25.4
766698.68;6284796.74;1.16;0.27;78;9280;81.3;23.8
766701.14;6284795.43;1.38;0.4;77;11040;105.2;24.6
766703.56;6284794.15;1.36;0.26;77;10880;98.9;24.6
766705.99;6284792.8;1.09;0.32;74;8720;72.7;27
766708.23;6284791.63;1.46;0.49;67;11680;103.4;32.6
766710.95;6284790.17;1.29;0.3;75;10320;90.5;26.2
766713.57;6284788.75;1.37;0.31;70;10960;92.7;30.2
766716.04;6284787.53;1.34;0.29;73;10720;92.7;27.8
766718.47;6284786.25;1.21;0.44;81;9680;93.6;21.4
766721.06;6284784.81;1.36;0.36;68;10880;90.7;31.8
766723.43;6284783.58;1.24;0.47;70;9920;84.6;30.2
766726.15;6284782.23;1.14;0.44;80;9120;85.7;22.2
766728.71;6284780.83;1.38;0.27;66;11040;87.9;33.4
766731.69;6284779.24;1.26;0.27;74;10080;85.7;27
766733.55;6284778.33;1.06;0.5;59;8480;61.3;39
766736.14;6284776.89;1.17;0.27;64;9360;68.6;35
766738.93;6284775.41;1.21;0.26;70;9680;77;30.2
766741.27;6284774.28;1.13;0.39;66;9040;69.9;33.4
766744.31;6284772.63;1.25;0.45;54;10000;69.3;43
766746.68;6284771.43;1.26;0.52;65;10080;82.3;34.2
766749.12;6284770.08;1.27;0.5;78;10160;97.6;23.8
766751.92;6284768.52;1.09;0.48;65;8720;67.9;34.2
766754.47;6284767.09;1.28;0.35;69;10240;84.2;31
766756.87;6284765.84;1.43;0.4;74;11440;106.8;27
766759.36;6284764.47;1.54;0.41;69;12320;112.9;31
766762.26;6284762.91;1.48;0.65;83;11840;135.9;19.8
766764.58;6284761.69;1.41;0.66;80;11280;121.9;22.2
766767.05;6284760.46;1.16;0.45;83;9280;91.3;19.8
766769.57;6284759.06;1.47;0.62;76;11760;121.9;25.4
766772.14;6284757.77;1.47;0.46;69;11760;106.4;31
766774.55;6284756.48;1.08;0.67;66;8640;72;33.4
766777.33;6284755.07;1.22;0.59;57;9760;72.7;40.6
766779.96;6284753.63;1.27;0.31;63;10160;76.2;35.8
766782.58;6284752.3;0.96;0.29;75;7680;64.9;26.2
766784.94;6284751.07;1.37;0.64;83;10960;120.7;19.8
