X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766304.7;6284600.85;1.41;0.52;92;11280;123.2;12
766304.72;6284597.89;1.35;0.53;95;10800;120.4;9.6
766304.75;6284595.22;1.14;0.58;89;9120;90.6;14.4
766304.85;6284592.23;1.24;0.48;92;9920;101.6;12
766304.9;6284589.74;1.35;0.5;78;10800;96;23.2
766305.01;6284586.42;1.35;0.44;86;10800;104.5;16.8
766305.11;6284583.8;1.31;0.53;68;10480;81.6;31.2
766305.16;6284580.91;1.17;0.44;93;9360;94.5;11.2
766305.25;6284577.85;1.39;0.61;88;11120;117.6;15.2
766305.37;6284575.13;1.33;0.58;88;10640;109.3;15.2
766305.37;6284572.16;1.26;0.52;86;10080;97.3;16.8
766305.48;6284569.46;1.37;0.52;89;10960;113.5;14.4
766305.49;6284566.52;1.37;0.49;93;10960;118.5;11.2
766305.59;6284563.75;1.35;0.53;90;10800;112.9;13.6
766305.64;6284560.94;1.33;0.68;95;10640;123.2;9.6
766305.76;6284558.06;1.32;0.51;90;10560;108.7;13.6
766305.86;6284555.23;1.22;0.42;91;9760;96.5;12.8
766305.93;6284552.36;1.21;0.57;93;9680;102.3;11.2
766305.98;6284549.59;1.36;0.56;91;10880;116.6;12.8
766306.05;6284546.81;1.27;0.44;92;10160;103.6;12
766306.14;6284544.13;1.43;0.57;63;11440;88;35.2
766306.24;6284540.51;1.12;0.49;74;8960;71.2;26.4
766306.29;6284538.39;1.34;0.52;87;10720;107.1;16
766306.36;6284535.49;1.3;0.48;93;10400;109.7;11.2
766306.41;6284532.68;1.16;0.51;91;9280;93;12.8
766303.42;6284530.7;1.19;0.58;90;9520;96.7;13.6
766301.58;6284532.83;1.06;0.53;91;8480;85.9;12.8
766301.6;6284535.58;1.19;0.51;93;9520;98.4;11.2
766301.51;6284538.3;1.23;0.45;86;9840;92.3;16.8
766301.4;6284541.26;1.22;0.54;91;9760;99.9;12.8
766301.33;6284543.95;1.26;0.47;94;10080;106.2;10.4
766301.22;6284546.77;1.13;0.51;94;9040;93.6;10.4
766301.16;6284549.54;1.18;0.52;95;9440;100.3;9.6
766301.14;6284552.5;1.35;0.57;88;10800;111.4;15.2
766301.04;6284555.35;1.21;0.5;92;9680;99.1;12
766300.98;6284558.31;1.35;0.57;87;10800;109.9;16
766300.91;6284561.07;1.28;0.47;94;10240;108.5;10.4
766300.84;6284563.86;1.4;0.57;93;11200;125.3;11.2
766300.79;6284566.49;1.52;0.57;80;12160;120.4;21.6
766300.75;6284569.67;1.26;0.62;90;10080;105.4;13.6
766300.7;6284572.38;1.12;0.56;86;8960;84.8;16.8
766300.64;6284575.74;1.15;0.47;80;9200;78.9;21.6
766300.61;6284578.31;1.45;0.76;93;11600;139.7;11.2
766300.5;6284581.07;1.56;0.51;94;12480;147.8;10.4
766300.4;6284583.7;1.18;0.51;92;9440;96.2;12
766300.29;6284586.7;1.13;0.67;94;9040;98.9;10.4
766300.22;6284589.61;1.06;0.54;96;8480;94.4;8.8
766300.17;6284592.43;1.05;0.54;89;8400;82.7;14.4
766300.1;6284595.22;1.18;0.4;81;9440;80.8;20.8
766300.02;6284598.2;1.09;0.5;88;8720;82.8;15.2
766299.96;6284600.47;1.32;0.59;34;10560;55.4;58.4
766299.86;6284603.86;1.11;0.52;77;8880;73.9;24
766299.79;6284606.58;1.1;0.51;95;8800;93.7;9.6
766299.67;6284609.34;1.19;0.49;94;9520;99.1;10.4
766299.6;6284612.04;1.36;0.68;58;10880;79.1;39.2
766299.56;6284614.71;1.3;0.5;80;10400;93.3;21.6
766299.51;6284618.21;1.28;0.51;90;10240;104.3;13.6
766299.38;6284620.7;1.45;0.52;93;11600;130.2;11.2
766299.29;6284623.45;1.25;0.59;91;10000;104.7;12.8
766299.25;6284626.17;1.22;0.68;89;9760;101.5;14.4
766299.26;6284629.59;1.03;0.79;60;8240;62;37.6
766299.2;6284631.75;1.49;0.61;69;11920;102.5;30.4
766299.15;6284634.16;1.18;0.62;94;9440;102;10.4
766299.08;6284636.56;1.33;0.47;89;10640;107.3;14.4
