X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766776.25;6284752.8;1.14;0.45;73;9120;185.2
766778.23;6284751.75;1.32;0.28;70;10560;196.8
766781.66;6284749.95;1.22;0.41;67;9760;176.9
766784.01;6284748.71;1.04;0.36;60;8320;134.7
766785.97;6284747.2;1.14;0.6;74;9120;193.6
766656.83;6284841.32;1.49;0.44;74;11920;247.9
766659.59;6284839.99;1.11;0.38;60;8880;142.8
766661.95;6284838.65;1.38;0.37;72;11040;217
766664.49;6284837.38;1.48;0.37;75;11840;246.9
766667.19;6284835.98;1.21;0.51;56;9680;147.4
766669.37;6284834.89;1.6;0.42;76;12800;278.2
766672.19;6284833.37;1.16;0.33;74;9280;187.5
766674.5;6284832.15;1.17;0.31;78;9360;202.2
766677.25;6284830.66;1.01;0.41;64;8080;142.4
766679.41;6284829.53;1.3;0.35;77;10400;221.1
766681.98;6284828.14;1.42;0.5;57;11360;176.3
766684.57;6284826.73;1.14;0.47;54;9120;133.7
766686.58;6284825.64;1.25;0.52;71;10000;197.5
766689.86;6284823.93;1.55;0.46;72;12400;251.1
766692.29;6284822.68;1.34;0.98;60;10720;189.3
766694.76;6284821.4;1.35;0.64;75;10800;233.3
766697.35;6284820.05;1.69;0.49;59;13520;225.3
766699.63;6284818.89;1.45;0.59;70;11600;229.7
766702.77;6284817.24;1.12;0.96;68;8960;182.9
766705.13;6284815.98;1.13;0.39;58;9040;140.4
766707.02;6284814.9;1.24;0.39;67;9920;179
766709.9;6284813.39;1.3;0.39;69;10400;194.3
766711.71;6284812.47;1.24;0.8;62;9920;175.8
766714.62;6284811.04;1.66;0.61;63;13280;240.9
766717.43;6284809.58;1.2;0.92;54;9600;151.5
766719.22;6284808.64;1.27;0.66;75;10160;220.3
766721.84;6284807.35;1.07;0.28;45;8560;104.9
766724.6;6284805.74;1.59;0.36;77;12720;278.2
766726.8;6284804.51;1.21;0.5;73;9680;197.5
766729.51;6284803.14;1.12;0.43;75;8960;188.1
766731.96;6284801.86;1.4;0.4;70;11200;213.9
766734.35;6284800.52;1.01;0.41;61;8080;135
766736.58;6284799.36;1.09;0.44;40;8720;100.4
766739.62;6284797.73;1.36;0.47;66;10880;195.5
766741.93;6284796.53;1.35;0.44;63;10800;183.4
766745.07;6284794.84;1.25;0.3;68;10000;180.6
766746.69;6284793.95;1.24;0.31;55;9920;143.1
766749.77;6284792.39;1.12;0.31;77;8960;191.1
766752.3;6284791.06;1.09;0.35;58;8720;135.3
766754.68;6284789.78;1.29;0.5;86;10320;263.3
766757.37;6284788.27;1.31;0.33;71;10480;200.2
766759.57;6284787.09;1.2;0.55;77;9600;211.6
766761.63;6284785.9;1.19;0.52;45;9520;119.9
766765.08;6284784.19;1.46;0.41;73;11680;236.1
766766.72;6284783.27;1.1;0.41;37;8800;95.6
