X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766299.36;6284633.89;0.15;0.19;16;1200;35.5
766299.27;6284636.79;0.17;0.28;16;1360;29.6
766294.25;6284635.99;0.11;0.37;17;880;30.8
766294.3;6284633.26;0.18;0.33;7;1440;31.3
766294.41;6284630.39;0.21;0.21;9;1680;26.9
766294.45;6284627.8;0.19;0.23;12;1520;27.2
766294.52;6284624.7;0.21;0.22;14;1680;28.5
766294.64;6284621.69;0.2;0.23;14;1600;29.8
766294.65;6284618.68;0.21;0.17;19;1680;29.7
766294.67;6284616.14;0.27;0.18;19;2160;32
766294.83;6284612.77;0.18;0.22;11;1440;33.1
766294.91;6284609.97;0.19;0.25;7;1520;27.8
766294.98;6284606.64;0.18;0.26;18;1440;26.3
766295.03;6284603.82;0.19;0.09;23;1520;31.8
766295.15;6284601.13;0.23;0.12;19;1840;33
766295.27;6284598.02;0.17;0.26;14;1360;31.8
766295.29;6284595.19;0.23;0.21;24;1840;29.5
766295.34;6284592.07;0.22;0.19;14;1760;35.7
766295.38;6284589.29;0.18;0.2;16;1440;29.6
766295.46;6284586.29;0.2;0.17;16;1600;30.1
766295.55;6284583.06;0.16;0.25;10;1280;30.2
766295.64;6284580.26;0.19;0.14;14;1520;27.3
766295.63;6284577.65;0.16;0.29;7;1280;28.7
766295.73;6284574.02;0.2;0.21;12;1600;28.1
766295.75;6284571.29;0.16;0.15;16;1280;28.5
766295.78;6284568.72;0.19;0.29;7;1520;29.3
766295.92;6284565.61;0.19;0.27;11;1520;26.7
766295.99;6284562.47;0.16;0.17;23;1280;28.4
766296.05;6284559.44;0.19;0.18;18;1520;33.4
766296.12;6284556.33;0.21;0.16;19;1680;31.2
766296.18;6284553.56;0.17;0.17;21;1360;31.9
766296.29;6284550.32;0.2;0.13;23;1600;32.4
766296.33;6284547.55;0.13;0.19;20;1040;33.6
766296.39;6284544.6;0.18;0.17;16;1440;31.4
766296.44;6284541.56;0.2;0.13;18;1600;29.9
766296.5;6284538.57;0.2;0.17;18;1600;30.8
766296.66;6284535.68;0.2;0.17;20;1600;31.2
766296.74;6284532.75;0.15;0.22;27;1200;32.4
;;;;;;36.2
