X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766679.82;6284812.51;1.59;0.31;0.82;12720
766676.56;6284814.27;1.62;0.42;0.79;12960
766673.89;6284815.69;1.56;0.29;0.88;12480
766671.53;6284816.94;1.43;0.33;0.91;11440
766668.94;6284818.3;1.35;0.29;0.82;10800
766666.44;6284819.5;1.51;0.52;0.84;12080
766663.63;6284821.02;1.53;0.49;0.74;12240
766661.21;6284822.28;1.54;0.46;0.78;12320
766658.56;6284823.73;1.52;0.36;0.83;12160
766656.57;6284824.85;1.05;0.54;0.73;8400
766653.23;6284826.52;1.5;0.37;0.71;12000
766650.91;6284827.44;1.48;0.33;0.77;11840
766648.42;6284826.38;1.23;0.54;0.8;9840
766648.88;6284822.92;1.35;0.36;0.82;10800
766651.39;6284821.61;1.6;0.33;0.78;12800
766654.38;6284820.12;1.64;0.61;0.78;13120
766656.3;6284819.04;1.45;0.67;0.9;11600
766658.78;6284817.76;1.35;0.55;0.84;10800
766661.02;6284816.58;1.42;0.37;0.82;11360
766663.6;6284815.22;1.38;0.35;0.83;11040
766666.19;6284813.83;1.21;0.34;0.86;9680
766668.93;6284812.37;1.15;0.44;0.86;9200
766671.22;6284811.18;1.05;0.33;0.88;8400
766673.89;6284809.79;1.21;0.39;0.77;9680
766676.43;6284808.53;1.4;0.57;0.89;11200
766678.59;6284807.37;1.53;0.45;0.84;12240
766681.21;6284805.91;1.06;0.36;0.62;8480
766683.7;6284804.67;1.38;0.4;0.78;11040
766686.1;6284803.44;1.31;0.34;0.88;10480
766688.5;6284802.19;1.2;0.33;0.63;9600
766691.15;6284800.74;1.39;0.41;0.86;11120
766693.75;6284799.41;1.01;0.4;0.84;8080
766696.06;6284798.15;1.09;0.33;0.87;8720
766698.68;6284796.74;1.16;0.27;0.89;9280
766701.14;6284795.43;1.38;0.4;0.88;11040
766703.56;6284794.15;1.36;0.26;0.88;10880
766705.99;6284792.8;1.09;0.32;0.85;8720
766708.23;6284791.63;1.46;0.49;0.78;11680
766710.95;6284790.17;1.29;0.3;0.86;10320
766713.57;6284788.75;1.37;0.31;0.81;10960
766716.04;6284787.53;1.34;0.29;0.84;10720
766718.47;6284786.25;1.21;0.44;0.92;9680
766721.06;6284784.81;1.36;0.36;0.79;10880
766723.43;6284783.58;1.24;0.47;0.81;9920
766726.15;6284782.23;1.14;0.44;0.91;9120
766728.71;6284780.83;1.38;0.27;0.77;11040
766731.69;6284779.24;1.26;0.27;0.85;10080
766733.55;6284778.33;1.06;0.5;0.7;8480
766736.14;6284776.89;1.17;0.27;0.75;9360
766738.93;6284775.41;1.21;0.26;0.81;9680
766741.27;6284774.28;1.13;0.39;0.77;9040
766744.31;6284772.63;1.25;0.45;0.65;10000
766746.68;6284771.43;1.26;0.52;0.76;10080
766749.12;6284770.08;1.27;0.5;0.89;10160
766751.92;6284768.52;1.09;0.48;0.76;8720
766754.47;6284767.09;1.28;0.35;0.8;10240
766756.87;6284765.84;1.43;0.4;0.85;11440
766759.36;6284764.47;1.54;0.41;0.8;12320
766762.26;6284762.91;1.48;0.65;0.94;11840
766764.58;6284761.69;1.41;0.66;0.91;11280
766767.05;6284760.46;1.16;0.45;0.94;9280
766769.57;6284759.06;1.47;0.62;0.87;11760
766772.14;6284757.77;1.47;0.46;0.8;11760
766774.55;6284756.48;1.08;0.67;0.77;8640
766777.33;6284755.07;1.22;0.59;0.68;9760
766779.96;6284753.63;1.27;0.31;0.74;10160
766782.58;6284752.3;0.96;0.29;0.86;7680
766784.94;6284751.07;1.37;0.64;0.94;10960
