X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766899.72;6284777.16;1.09;0.34;0.98;8720
766900.37;6284774.22;1.24;0.3;0.93;9920
766901;6284771.33;1.19;0.31;0.91;9520
766901.63;6284768.43;1.2;0.38;0.92;9600
766902.19;6284765.54;1.17;0.3;0.91;9360
766902.86;6284762.54;1.06;0.41;0.87;8480
766903.41;6284759.53;1.31;0.3;0.97;10480
766903.96;6284756.71;1.23;0.38;0.81;9840
766904.65;6284753.7;1.36;0.3;0.9;10880
766905.25;6284750.92;1.29;0.29;0.92;10320
766905.91;6284747.96;1.28;0.34;0.9;10240
766906.5;6284744.82;1.29;0.52;0.81;10320
766907.06;6284742.09;1.26;0.45;0.95;10080
766907.71;6284739.24;1.44;0.66;0.95;11520
766908.24;6284736.89;1.24;0.6;0.65;9920
766913.59;6284736.79;1.2;0.51;0.88;9600
766913.14;6284739.2;1.12;0.56;0.97;8960
766912.49;6284741.98;1.18;0.44;0.96;9440
766911.94;6284744.81;1.02;0.52;0.87;8160
766911.28;6284747.9;0.98;0.62;0.86;7840
766910.69;6284750.75;1.21;0.41;0.93;9680
766910.09;6284753.57;1.16;0.38;0.86;9280
766909.48;6284756.47;1.25;0.48;0.94;10000
766908.88;6284759.27;1.17;0.43;0.93;9360
766908.3;6284762.33;1.25;0.4;0.92;10000
766907.7;6284764.77;1.11;0.39;0.76;8880
766907.02;6284768.05;1.04;0.09;0.22;8320
766906.29;6284771.38;1.16;0.52;0.5;9280
766905.84;6284773.6;1.23;0.41;0.87;9840
766905.32;6284776.48;1.15;0.29;0.96;9200
766904.74;6284779.26;1.2;0.43;0.91;9600
766904.19;6284782.14;1.12;0.62;0.89;8960
766903.69;6284784.86;1.03;0.42;0.95;8240
766903.06;6284787.73;1.07;0.49;0.93;8560
766902.49;6284790.37;1.05;0.48;0.89;8400
766901.82;6284793.28;1.02;0.35;0.91;8160
766901.23;6284795.92;1.09;0.88;0.67;8720
766900.66;6284798.82;0.99;0.55;0.69;7920
766900;6284802.18;0.87;0.52;0.76;6960
766899.34;6284805.14;1.19;0.42;0.67;9520
766898.73;6284807.94;1.26;0.47;0.87;10080
766898.04;6284810.79;1.21;0.4;0.76;9680
766897.41;6284813.67;1.06;0.37;0.86;8480
766896.76;6284816.63;1.14;0.39;0.91;9120
766896.19;6284819.57;1.29;0.4;0.93;10320
766895.66;6284822.19;1.2;0.65;0.85;9600
766897.09;6284825.52;0.85;0.79;0.65;6800
766900.16;6284824.16;1.28;0.38;0.95;10240
766900.72;6284821.4;1.18;0.36;0.86;9440
766901.28;6284818.8;1.07;0.33;0.84;8560
766901.88;6284816.21;0.9;0.34;0.82;7200
766902.52;6284813.49;0.93;0.43;0.89;7440
766903.13;6284810.65;1.02;0.28;0.78;8160
766903.78;6284807.88;1.09;0.38;0.72;8720
766904.44;6284805.12;0.96;0.41;0.77;7680
766904.93;6284802.64;1.26;0.41;0.77;10080
766905.68;6284799.24;0.97;0.38;0.81;7760
766906.24;6284796.51;1.01;0.39;0.85;8080
766906.86;6284793.33;1.3;0.56;0.87;10400
766907.4;6284790.76;1.06;0.51;0.85;8480
766907.98;6284787.83;0.9;0.74;0.82;7200
766908.5;6284784.75;1.21;0.34;0.91;9680
