X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766906.33;6284793.72;0.7;0.21;0.78;5600
766906.83;6284791.04;0.66;0.32;0.75;5280
766907.43;6284788.1;0.59;0.37;0.8;4720
766908.02;6284785.02;0.58;0.37;0.79;4640
766908.59;6284782.06;0.6;0.42;0.78;4800
766909.2;6284779.38;0.62;0.46;0.83;4960
766909.68;6284776.6;0.69;0.45;0.71;5520
766910.35;6284773.53;0.6;0.35;0.8;4800
766910.94;6284770.85;0.68;0.27;0.81;5440
766911.51;6284767.78;0.09;0.08;0.75;720
766912.3;6284764.41;0.7;0.32;0.71;5600
766913;6284761.24;0.93;0.06;0.36;7440
766913.71;6284757.69;0.71;0.17;0.48;5680
766914.05;6284756.01;0.66;0.3;0.76;5280
766914.61;6284753.3;0.64;0.32;0.74;5120
766915.29;6284750.39;0.77;0.35;0.65;6160
766916.1;6284746.78;0.69;0.38;0.72;5520
766916.65;6284744.33;0.7;0.37;0.64;5600
766917.33;6284741.04;0.63;0.41;0.77;5040
766917.87;6284738.37;0.63;0.45;0.72;5040
766920.33;6284735.33;0.61;0.41;0.93;4880
766923.58;6284734.99;0.64;0.25;0.86;5120
766922.89;6284738.26;0.68;0.24;0.87;5440
766922.34;6284740.81;0.68;0.39;0.91;5440
766921.76;6284743.61;0.64;0.25;0.95;5120
766921.11;6284746.64;0.71;0.22;0.92;5680
766920.39;6284749.77;0.69;0.36;0.8;5520
766919.79;6284752.46;0.63;0.39;0.93;5040
766919.2;6284755.28;0.65;0.26;0.82;5200
766918.62;6284758.08;0.62;0.28;0.81;4960
766918.08;6284760.89;0.71;0.41;0.82;5680
766917.48;6284763.88;0.67;0.54;0.83;5360
766916.92;6284766.5;0.66;0.34;0.8;5280
766916.28;6284769.61;0.66;0.3;0.77;5280
766915.75;6284772.15;0.65;0.4;0.84;5200
766915.08;6284775.41;0.65;0.23;0.84;5200
766914.53;6284778.09;0.64;0.26;0.79;5120
766914.04;6284780.86;0.64;0.41;0.83;5120
766913.39;6284783.8;0.61;0.3;0.87;4880
766912.72;6284786.57;0.65;0.25;0.81;5200
766912.14;6284789.44;0.6;0.37;0.81;4800
766911.62;6284792.35;0.57;0.26;0.82;4560
766911.07;6284795.21;0.59;0.22;0.79;4720
766910.47;6284797.95;0.58;0.28;0.84;4640
766909.93;6284800.6;0.6;0.29;0.84;4800
766909.27;6284803.31;0.59;0.38;0.84;4720
766908.61;6284806.2;0.57;0.34;0.89;4560
766908;6284809.25;0.61;0.24;0.85;4880
766907.4;6284812.11;0.68;0.26;0.7;5440
766906.73;6284815.01;0.66;0.23;0.7;5280
766906.15;6284817.84;0.66;0.27;0.74;5280
766905.54;6284820.68;0.64;0.41;0.73;5120
766904.89;6284823.48;0.58;0.37;0.77;4640
