X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766907.15;6284778.62;1.06;0.34;74;8480;186.3
766907.74;6284775.49;1.04;0.46;69;8320;171.7
766908.38;6284772.74;1.14;0.78;66;9120;186.3
766908.98;6284769.9;1.12;0.36;71;8960;186.3
766909.58;6284766.77;1.2;0.4;77;9600;221.1
766910.14;6284764;1.1;0.49;73;8800;194.3
766910.86;6284760.84;1.17;0.45;74;9360;207.2
766911.42;6284758.13;1.09;0.47;72;8720;188.7
766912.05;6284755.19;1.19;0.43;70;9520;195.5
766912.77;6284752.11;1.18;0.48;73;9440;206.4
766913.43;6284749.26;1.19;0.42;69;9520;191.7
766914.04;6284746.25;1.25;0.47;71;10000;210.1
766914.59;6284743.42;1.28;0.45;83;10240;263.3
766915.22;6284740.62;1.29;0.33;64;10320;187.5
766915.9;6284737.49;1.26;0.4;73;10080;216.2
766916.71;6284734.12;1.27;0.38;78;10160;237
766917.45;6284731.9;1.21;0.34;77;9680;221.1
766921.76;6284733.85;1.34;0.61;73;10720;238.9
766921.27;6284736.34;1.27;0.36;78;10160;236.1
766920.68;6284739.42;1.27;0.56;84;10160;271.8
766920.14;6284741.89;1.24;0.33;60;9920;167.8
766919.45;6284745.34;1.22;0.52;74;9760;217.8
766918.86;6284747.94;1.29;0.34;70;10320;207.9
766918.24;6284751.01;1.28;0.41;79;10240;244.8
766917.68;6284753.99;1.23;0.48;80;9840;241.8
766917.06;6284756.84;1.27;0.34;74;10160;219.4
766916.34;6284759.94;1.25;0.37;75;10000;221.1
766915.74;6284762.7;1.21;0.31;65;9680;178.5
766915.17;6284765.44;1.17;0.41;59;9360;158.4
766914.55;6284768.52;1.19;0.44;70;9520;195.5
766913.96;6284771.47;1.19;0.49;67;9520;187.5
766913.44;6284774.21;1.24;0.47;64;9920;184.6
766912.75;6284777.33;1.29;0.49;79;10320;250
766912.17;6284780.04;1.25;0.47;76;10000;228.8
766911.56;6284782.85;1.22;0.4;78;9760;228.8
766910.99;6284785.68;1.18;0.37;80;9440;228.8
766910.4;6284788.61;1.14;0.46;75;9120;206.4
766909.79;6284791.36;1.18;0.25;75;9440;205
766909.23;6284794.18;1.27;0.3;75;10160;221.9
766908.71;6284797.08;1.16;0.43;76;9280;211.6
766908.18;6284799.82;1.06;0.39;82;8480;216.2
766907.52;6284802.69;1.13;0.51;78;9040;217
766906.9;6284805.54;1.13;0.32;74;9040;196.2
766906.3;6284808.48;1.18;0.35;63;9440;169.3
766905.74;6284811.39;1.16;0.33;69;9280;184.6
766905.14;6284814.38;1.28;0.26;70;10240;203.6
766904.56;6284817.2;1.21;0.26;69;9680;189.3
766903.84;6284820.11;1.31;0.27;75;10480;227.9
766903.13;6284823.04;1.26;0.31;72;10080;209.4
766895.55;6284773.05;1.14;0.31;80;9120;219.4
766895.07;6284775.68;1.02;0.4;74;8160;182.3
766894.62;6284778.5;0.97;0.4;74;7760;175.8
766894.13;6284781.29;0.97;0.54;80;7760;199.5
766893.57;6284784.14;1.02;0.44;73;8160;180.6
