X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766319.98;6284599.21;1.32;0.54;0.82;10560
766319.94;6284601.89;1.41;0.57;0.91;11280
766319.84;6284604.57;1.28;0.68;0.9;10240
766319.7;6284607.36;1.39;0.5;0.96;11120
766319.55;6284610.42;1.25;0.63;0.98;10000
766319.47;6284613.14;1.24;0.47;0.91;9920
766319.35;6284615.91;1.34;0.7;0.89;10720
766319.2;6284619.05;1.25;0.6;0.93;10000
766319.05;6284621.69;1.27;0.48;0.95;10160
766318.9;6284624.66;1.12;0.43;0.93;8960
766318.82;6284627.43;1.24;0.53;0.85;9920
766318.8;6284630.38;1.12;0.51;0.97;8960
766318.77;6284633.18;1.29;0.45;0.98;10320
766318.62;6284636.09;1.15;0.46;0.98;9200
766318.62;6284638.66;1.2;0.55;0.84;9600
766318.52;6284641.83;1.36;0.54;0.85;10880
766318.42;6284644.46;1.42;0.47;0.99;11360
766318.23;6284647.18;1.38;0.38;0.99;11040
766318.09;6284649.54;1.35;0.86;0.94;10800
766316.38;6284652;0.75;0.53;0.48;6000
766316.06;6284652.19;0.59;0.47;0.44;4720
766313.56;6284640.68;1.37;0.5;0.86;10960
766313.59;6284638.11;1.07;0.5;0.93;8560
766313.64;6284635.4;1.27;0.56;0.99;10160
766313.77;6284632.45;1.31;0.51;0.93;10480
766313.72;6284629.35;1.19;0.44;0.93;9520
766313.73;6284626.94;1.1;0.59;0.86;8800
766313.9;6284623.42;1.36;0.51;0.75;10880
766314.03;6284620.61;1.17;0.47;0.92;9360
766314.11;6284618;1.27;0.48;0.97;10160
766314.17;6284614.95;1.25;0.39;0.95;10000
766314.24;6284612.03;1.5;0.48;0.88;12000
766314.33;6284609.06;1.24;0.54;0.96;9920
766314.42;6284606.05;1.22;0.57;0.93;9760
766314.47;6284603.33;1.34;0.53;0.94;10720
766314.48;6284600.38;1.18;0.52;0.87;9440
766314.6;6284597.98;1.37;0.46;0.87;10960
766314.65;6284594.21;1.22;0.76;0.82;9760
766314.69;6284592.14;1.22;0.57;0.92;9760
766314.86;6284588.57;1.25;0.45;0.94;10000
766314.88;6284586.62;1.23;0.47;0.88;9840
766314.96;6284582.62;1.24;0.45;0.68;9920
766315;6284580.13;1.2;0.47;0.91;9600
766315.12;6284577.44;1.25;0.6;0.85;10000
766315.18;6284575.15;1.21;0.32;0.79;9680
766315.27;6284571.6;1.02;0.43;0.8;8160
766315.32;6284568.48;1.14;0.58;0.91;9120
766315.4;6284565.84;1.48;0.54;0.78;11840
766315.51;6284562.92;1.32;0.79;0.57;10560
766315.61;6284560.09;1.36;0.7;0.92;10880
766315.69;6284557.16;1.5;0.73;0.81;12000
766315.8;6284554.57;1.48;0.59;0.94;11840
766315.83;6284551.35;1.34;0.64;0.76;10720
766315.9;6284548.57;1.41;0.48;0.89;11280
766315.95;6284545.99;1.28;0.5;0.95;10240
766316.03;6284542.93;1.32;0.49;0.93;10560
766316.09;6284540.31;1.09;0.59;0.95;8720
766316.21;6284537.64;1.32;0.4;0.81;10560
766316.3;6284534.45;1.24;0.61;0.89;9920
766316.38;6284531.97;1.29;0.63;0.72;10320
766311.54;6284531.15;1.18;0.66;0.86;9440
766311.53;6284534.52;1.22;0.54;0.91;9760
766311.51;6284537.33;1.1;0.52;0.95;8800
766311.42;6284540.28;1.18;0.54;0.87;9440
766311.36;6284542.91;1.14;0.42;0.97;9120
766311.34;6284545.8;1.16;0.49;0.96;9280
766311.28;6284548.7;1.08;0.39;0.93;8640
766311.19;6284551.45;1.31;0.52;0.87;10480
766311.08;6284554.53;1.17;0.44;0.9;9360
766311;6284557.31;1.19;0.35;0.91;9520
766310.98;6284560.34;1.34;0.43;0.94;10720
766310.91;6284563.41;1.52;0.47;0.92;12160
766310.8;6284566.67;1.53;0.66;0.74;12240
766310.74;6284569.2;1.4;0.57;0.97;11200
766310.62;6284572.03;1.43;0.5;0.99;11440
766310.53;6284574.58;1.26;0.32;0.87;10080
766310.45;6284577.99;1.32;0.43;0.93;10560
766310.44;6284580.95;1.25;0.53;0.94;10000
766310.33;6284583.68;1.21;0.51;0.97;9680
766310.25;6284586.85;1.37;0.44;0.92;10960
766310.2;6284589.4;1.17;0.48;0.9;9360
766310.21;6284592.79;1.26;0.65;0.92;10080
766310.13;6284595.27;1.33;0.45;0.97;10640
766310.05;6284598.33;1.18;0.54;0.96;9440
766309.96;6284601.29;1.31;0.43;0.99;10480
766309.87;6284604.12;1.27;0.49;0.92;10160
766309.7;6284607.03;1.41;0.57;0.97;11280
766309.57;6284609.99;1.44;0.53;0.97;11520
766309.51;6284612.75;1.33;0.49;0.98;10640
