X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766730.73;6284776.94;1.11;0.42;69;8880;52.1
766732.71;6284775.96;1.12;0.55;70;8960;55.8
766735.19;6284774.56;1.16;0.3;67;9280;49.6
766738;6284773.08;1.16;0.25;74;9280;55.3
766740.34;6284771.95;1.55;0.34;77;12400;74.5
766742.85;6284770.57;1.51;0.33;73;12080;67.6
766744.93;6284769.54;1.1;0.48;61;8800;45.8
766748.21;6284767.72;1.16;0.38;77;9280;61
766750.76;6284766.29;1.41;0.35;83;11280;77.1
766753.38;6284764.85;1.24;0.34;72;9920;57.5
766755.88;6284763.53;1.11;0.39;63;8880;46.3
766758.5;6284762.09;1.19;0.36;69;9520;53.3
766760.88;6284760.83;1.26;0.38;78;10080;65.6
766763.45;6284759.47;1.14;0.55;77;9120;64
766765.98;6284758.21;1.21;0.4;78;9680;64.3
766768.42;6284756.84;1.16;0.32;71;9280;53.7
766771.14;6284755.48;1.36;0.39;82;10880;74.8
766773.64;6284754.11;1.14;0.38;69;9120;52.3
766776.25;6284752.8;1.14;0.45;73;9120;57.5
766778.23;6284751.75;1.32;0.28;70;10560;56.7
766781.66;6284749.95;1.22;0.41;67;9760;53.2
766784.01;6284748.71;1.04;0.36;60;8320;41.8
766785.97;6284747.2;1.14;0.6;74;9120;61.6
766656.83;6284841.32;1.49;0.44;74;11920;70.7
766659.59;6284839.99;1.11;0.38;60;8880;43.7
766661.95;6284838.65;1.38;0.37;72;11040;62.7
766664.49;6284837.38;1.48;0.37;75;11840;69.9
766667.19;6284835.98;1.21;0.51;56;9680;44.9
766669.37;6284834.89;1.6;0.42;76;12800;77.2
766672.19;6284833.37;1.16;0.33;74;9280;56.8
766674.5;6284832.15;1.17;0.31;78;9360;61
766677.25;6284830.66;1.01;0.41;64;8080;44.9
766679.41;6284829.53;1.3;0.35;77;10400;65.2
766681.98;6284828.14;1.42;0.5;57;11360;52.7
766684.57;6284826.73;1.14;0.47;54;9120;41.1
766686.58;6284825.64;1.25;0.52;71;10000;60.3
766689.86;6284823.93;1.55;0.46;72;12400;70.9
766692.29;6284822.68;1.34;0.98;60;10720;63.7
766694.76;6284821.4;1.35;0.64;75;10800;71.4
766697.35;6284820.05;1.69;0.49;59;13520;69.7
766699.63;6284818.89;1.45;0.59;70;11600;67.7
766702.77;6284817.24;1.12;0.96;68;8960;61.9
766705.13;6284815.98;1.13;0.39;58;9040;42.7
766707.02;6284814.9;1.24;0.39;67;9920;53.4
766709.9;6284813.39;1.3;0.39;69;10400;57.2
766711.71;6284812.47;1.24;0.8;62;9920;56.1
766714.62;6284811.04;1.66;0.61;63;13280;75
766717.43;6284809.58;1.2;0.92;54;9600;50.5
766719.22;6284808.64;1.27;0.66;75;10160;68.8
766721.84;6284807.35;1.07;0.28;45;8560;31.5
766724.6;6284805.74;1.59;0.36;77;12720;76.7
766726.8;6284804.51;1.21;0.5;73;9680;60.8
766729.51;6284803.14;1.12;0.43;75;8960;58.6
766731.96;6284801.86;1.4;0.4;70;11200;61.7
766734.35;6284800.52;1.01;0.41;61;8080;42.5
766736.58;6284799.36;1.09;0.44;40;8720;30.7
766739.62;6284797.73;1.36;0.47;66;10880;57.5
766741.93;6284796.53;1.35;0.44;63;10800;53.7
766745.07;6284794.84;1.25;0.3;68;10000;53
766746.69;6284793.95;1.24;0.31;55;9920;41.8
766749.77;6284792.39;1.12;0.31;77;8960;58.3
766752.3;6284791.06;1.09;0.35;58;8720;41.3
766754.68;6284789.78;1.29;0.5;86;10320;80.3
766757.37;6284788.27;1.31;0.33;71;10480;58.4
766759.57;6284787.09;1.2;0.55;77;9600;66.1
766761.63;6284785.9;1.19;0.52;45;9520;37.2
766765.08;6284784.19;1.46;0.41;73;11680;67.6
766766.72;6284783.27;1.1;0.41;37;8800;29.5
766770.19;6284781.43;1.66;0.27;74;13280;73.8
766772.54;6284780.24;1.63;0.39;63;13040;65.5
766774.58;6284779.11;1.4;0.38;67;11200;58.1
766776.93;6284777.82;1.15;0.46;49;9200;37.6
766780.03;6284776.22;1.54;0.28;73;12320;67.5
766782.37;6284774.97;1.38;0.35;77;11040;68.1
766784.88;6284773.69;1.49;0.43;81;11920;79.9
766787.68;6284772.17;1.17;0.33;61;9360;45.2
766790.16;6284770.86;1.29;0.27;77;10320;63.1
766792.29;6284769.77;1.38;0.39;73;11040;64.2
766795.24;6284768.23;1.53;0.41;69;12240;65.3
766797.41;6284767.15;1.18;0.43;67;9440;52.4
766800.31;6284765.57;1.57;0.37;67;12560;64
766802.91;6284764.18;1.2;0.43;65;9600;51.1
766805.43;6284762.9;1.37;0.32;67;10960;56
766807.69;6284761.74;1.06;0.58;27;8480;27.5
766811.02;6284759.88;1;0.36;64;8000;43.9
766813.12;6284758.83;1.12;0.42;78;8960;61.6
766815.64;6284757.52;1.26;0.55;79;10080;70.8
766815.88;6284756.19;1.1;0.59;55;8800;42.7
766806.94;6284756.43;1.37;0.46;40;10960;40.6
766805.14;6284757.41;1.42;0.31;79;11360;71.2
766802.58;6284758.79;1.04;0.62;47;8320;36.1
766800.25;6284759.97;1.41;0.51;58;11280;53.1
766797.67;6284761.43;1.16;0.37;68;9280;51.7
766794.95;6284762.87;1.12;0.29;72;8960;52.9
766792.65;6284764.05;1.54;0.33;76;12320;72.5
766790.28;6284765.27;1.16;0.38;78;9280;62.1
766787.93;6284766.54;1.57;0.46;71;12560;70.4
766784.93;6284768.07;1.42;0.46;68;11360;61.5
766782.64;6284769.26;1.49;0.4;75;11920;71
766780.1;6284770.59;1.31;0.43;65;10480;54.2
766777.74;6284771.92;1.43;0.36;76;11440;69
766775.21;6284773.25;1.18;0.38;73;9440;57.4
766772.49;6284774.72;1.26;0.46;69;10080;57.3
766769.45;6284776.34;1.33;0.32;67;10640;54.8
766767.93;6284777.15;1.44;0.44;80;11520;76.6
766764.91;6284778.76;1.46;0.38;79;11680;74.5
766763.18;6284779.67;1.33;0.31;69;10640;56.6
766759.96;6284781.46;1.46;0.33;66;11680;57.9
766757.39;6284782.72;1.51;0.48;70;12080;67.4
766755.01;6284783.94;1.56;0.46;77;12480;78.1
766752.52;6284785.19;1.14;0.41;52;9120;38.8
766750.21;6284786.53;1.05;0.45;35;8400;28
766746.67;6284788.49;1.52;0.36;55;12160;53
766745.38;6284789.17;1.45;0.5;66;11600;61.1
766742.64;6284790.64;1.29;0.55;57;10320;48.4
766739.54;6284792.23;1.34;0.36;68;10720;56.8
766737.72;6284793.2;1.45;0.6;37;11600;45.4
766735.16;6284794.57;1.44;0.46;58;11520;53.3
766732.52;6284796.08;1.18;0.43;63;9440;48.7
766729.95;6284797.46;1.28;0.31;79;10240;66
766728.1;6284798.45;1.03;0.44;44;8240;32
766724.65;6284800.14;1.1;0.37;59;8800;42.5
766722.16;6284801.51;1.25;0.35;64;10000;50.2
766719.54;6284802.89;1.16;0.28;72;9280;53.9
766716.96;6284804.16;1.61;0.37;75;12880;75
766714.45;6284805.34;1.38;0.52;66;11040;59.2
766711.72;6284806.93;1.46;0.33;76;11680;69.4
766709.44;6284808.1;1.05;0.36;61;8400;42.8
766706.62;6284809.69;1.42;0.35;63;11360;54.1
766704.24;6284810.95;1.29;0.35;58;10320;46
766701.55;6284812.34;1.35;0.35;76;10800;65.8
766699.05;6284813.62;1.39;0.42;76;11120;68.9
766697.1;6284814.66;1.41;0.5;71;11280;65.4
766693.21;6284816.6;1.3;0.31;53;10400;41.7
766691.55;6284817.55;1.57;0.38;71;12560;68.5
766689.28;6284818.78;1.36;0.69;60;10880;56.4
766686.41;6284820.25;1.5;0.21;77;12000;69.3
766683.51;6284821.81;1.04;0.45;53;8320;37.9
766680.92;6284823.12;1.33;0.42;70;10640;59.8
766678.85;6284824.17;1.38;0.45;73;11040;65.6
766676.25;6284825.6;1.68;0.33;76;13440;79.1
766673.69;6284827.04;1.54;0.52;73;12320;73.3
766670.87;6284828.42;1.67;0.44;68;13360;73.8
766668.29;6284829.79;1.31;0.41;62;10480;51
766665.94;6284831.09;1.45;0.37;60;11600;52.7
766663.06;6284832.63;1.44;0.41;63;11520;55.8
766660.9;6284833.73;1.03;0.43;47;8240;33.6
766658.44;6284834.88;1.3;0.38;57;10400;45.9
766655.95;6284836.17;1.12;0.42;60;8960;44.5
766652.92;6284835.48;1.6;0.71;81;12800;93.4
766653.03;6284832.29;1.36;0.71;73;10880;70.9
766655.44;6284830.98;1.56;0.46;72;12480;71.3
766657.42;6284829.86;1.09;0.5;62;8720;46.7
766660.94;6284827.99;1.18;0.42;65;9440;50.4
766663.4;6284826.58;1.45;0.31;71;11600;62.7
766665.67;6284825.42;1.67;0.38;83;13360;89.9
766668.37;6284824.03;1.6;0.32;74;12800;72
766670.89;6284822.71;1.41;0.56;63;11280;57.8
766673.55;6284821.41;1.48;0.46;72;11840;68.2
766676.31;6284820;1.46;0.43;69;11680;63.3
766678.72;6284818.76;1.21;0.38;68;9680;53.3
766681.46;6284817.28;1.53;0.28;78;12240;73.5
766683.94;6284815.98;1.38;0.24;74;11040;62.2
766686.14;6284814.85;1.63;0.31;79;13040;79.9
766688.89;6284813.47;1.01;0.5;42;8080;31.1
766691.33;6284812.07;1.43;0.37;73;11440;65.6
766694.46;6284810.4;1.26;0.34;63;10080;49.4
766696.38;6284809.44;1.62;0.26;85;12960;87
766698.89;6284808.12;1.39;0.72;72;11120;71
766701.56;6284806.69;1.3;0.37;71;10400;58.9
766703.92;6284805.53;1.45;0.44;61;11600;55.1
766705.86;6284804.44;1.29;0.29;66;10320;52.1
766708.75;6284802.98;1.19;0.59;74;9520;63.1
766710.97;6284801.72;1.53;0.46;62;12240;60.8
766713.24;6284800.43;1.54;0.4;75;12320;73
766715.59;6284799.1;1.31;0.39;75;10480;64.1
766718.02;6284797.86;1.23;0.41;61;9840;48
766720.71;6284796.54;1.24;0.37;60;9920;46.7
766722.85;6284795.45;1.37;0.41;67;10960;57.7
766726.06;6284793.74;1.31;0.65;72;10480;66.4
766728.45;6284792.49;1.35;0.32;72;10800;60.6
766731.18;6284791.08;1.4;0.4;76;11200;68.8
766733.7;6284789.77;1.25;0.35;67;10000;53
766736.29;6284788.37;1.46;0.39;77;11680;72.2
766738.78;6284786.9;1.32;0.24;69;10560;54.9
766741.35;6284785.61;1;0.44;64;8000;45.1
766744.1;6284784.12;1.13;0.33;69;9040;51.1
766746.48;6284782.83;1.3;0.29;69;10400;55.3
766749.31;6284781.27;1.46;0.32;66;11680;57.7
766751.76;6284779.95;1.29;0.38;81;10320;70.4
766754.01;6284778.72;1.22;0.43;66;9760;52.6
766756.76;6284777.3;1.54;0.41;80;12320;80.1
766758.91;6284776.13;1.48;0.45;71;11840;66.8
766762.49;6284774.31;1.35;0.42;64;10800;54.3
766764.44;6284773.3;1.21;0.36;78;9680;63.4
766766.97;6284771.92;1.27;0.49;72;10160;61.5
766769.81;6284770.43;1.24;0.4;74;9920;60.8
766772.29;6284769.1;1.67;0.29;79;13360;81.5
766774.4;6284767.92;1.35;0.48;65;10800;56.4
766777.51;6284766.18;1.09;0.35;61;8720;43.6
766780.34;6284764.71;1.35;0.67;64;10800;59.1
766782.91;6284763.42;1.25;0.37;64;10000;50.5
766785.02;6284762.35;1.7;0.34;68;13600;72.4
766787.91;6284760.89;1.4;0.27;74;11200;63.5
766790.14;6284759.67;1.18;0.41;70;9440;54.9
766793.23;6284758.04;1.16;0.36;74;9280;57.4
766795.57;6284756.84;1.36;0.3;82;10880;72.5
766798.23;6284755.42;1.52;0.52;87;12160;93.4
766800.79;6284754.12;1.55;0.85;87;12400;106.2
766802.13;6284753.33;1.14;1.1;78;9120;78.6
766793.74;6284752.24;1.15;0.51;64;9200;50.2
766790.97;6284753.61;1.11;0.39;34;8880;28.5
